Id,log_bike_count
367,1.6038043
368,0.9857213
369,2.0718207
370,1.1059058
371,1.5403063
372,0.83886373
373,1.0202395
374,1.2147646
375,1.3067169
376,1.3492155
377,0.8651584
378,1.8830303
379,0.43695948
380,1.004133
381,0.50661325
382,1.0200735
383,0.47834262
384,1.2494268
385,1.8338456
386,1.3506488
387,1.4604813
388,1.6346288
389,1.9846327
390,2.0171485
391,1.5305097
392,1.3377894
393,1.1361331
394,0.57345665
395,0.68210363
396,0.73557884
397,1.5515096
398,1.3434685
399,0.9756253
400,0.8497798
401,0.55704874
402,0.3674149
403,0.97794795
404,1.0873791
405,1.0006223
406,1.3597363
407,1.3585085
408,1.098945
409,0.80431414
410,0.48059925
411,-0.3083998
412,-0.3440384
413,0.055975106
414,0.34368983
415,1.2787731
416,0.50914305
417,1.9767389
418,1.4217597
419,1.3765708
420,1.5601612
421,1.5737047
422,2.134895
423,2.167411
424,1.638371
425,0.92580247
426,0.7723736
427,1.2787488
428,1.248812
429,1.4502094
430,0.9251332
431,0.8662843
432,1.0133222
433,0.74528265
434,0.6548659
435,0.9304412
436,1.2391552
437,1.0751189
438,1.5485514
439,1.2763482
440,1.1063856
441,0.5567522
442,0.20341839
443,0.060789436
444,2.0716908
445,1.1892998
446,2.0158687
447,2.2414188
448,2.2392728
449,1.597587
450,0.9580739
451,0.8632727
452,0.28805542
453,1.6663483
454,2.237697
455,1.3855027
456,1.5546643
457,1.5529882
458,1.74714
459,2.2426493
460,1.0099518
461,2.132539
462,0.8283805
463,0.93909836
464,0.41246665
465,0.045354553
466,0.16528782
467,1.3069109
468,2.2169313
469,0.9053522
470,0.31054443
471,0.48384666
472,2.0087485
473,1.6587839
474,2.024133
475,2.2123287
476,2.2078683
477,1.5245353
478,0.4390205
479,0.25068545
480,1.3524699
481,2.0392065
482,1.3987224
483,1.4313805
484,1.4912418
485,1.6615312
486,2.0268803
487,2.215076
488,1.0627153
489,0.68725485
490,1.0959
491,1.235157
492,1.2199898
493,1.3008431
494,0.76692003
495,0.54933363
496,0.8666018
497,0.93344563
498,0.5353148
499,0.39563864
500,0.57769245
501,0.39406025
502,0.56653005
503,0.85808057
504,0.95812327
505,0.76980287
506,1.2229546
507,0.63874155
508,0.35174012
509,0.86193377
510,0.8299617
511,0.6256533
512,0.2597024
513,1.1080859
514,0.93486404
515,1.088249
516,1.1646663
517,1.3219754
518,0.7556884
519,0.9836916
520,0.64967924
521,0.3040726
522,-0.015464984
523,1.2435738
524,1.2081481
525,1.8704767
526,2.0084126
527,1.1348426
528,0.85783976
529,-0.17808375
530,0.34112105
531,1.8611009
532,1.1964961
533,1.1498764
534,1.2553586
535,1.4236647
536,1.8916814
537,1.3142304
538,0.48650438
539,0.22181311
540,1.3176214
541,1.4359795
542,1.5932887
543,1.943293
544,1.5011067
545,1.793715
546,1.381624
547,1.4234191
548,1.9475706
549,0.9587511
550,1.2453868
551,0.9990119
552,0.36057448
553,0.71694154
554,1.0464216
555,1.1789832
556,0.6918937
557,0.53760105
558,0.6449258
559,0.5243633
560,0.54279697
561,0.83835715
562,0.70689905
563,1.0117354
564,0.93445575
565,1.3696216
566,0.8577065
567,1.9357989
568,1.4607428
569,2.0998397
570,1.5102674
571,0.5165276
572,1.0973687
573,0.77499247
574,0.04712734
575,0.22939923
576,0.45190677
577,1.3146644
578,1.2792387
579,1.4102186
580,1.4085424
581,2.0483065
582,0.26490548
583,1.9635998
584,1.3399881
585,1.2933683
586,1.4010719
587,0.9598964
588,1.2463741
589,1.001139
590,0.6623587
591,0.2529948
592,0.29698178
593,1.3720644
594,0.28140473
595,1.8254546
596,1.4469378
597,1.0104429
598,0.9453012
599,0.41434658
600,0.3823737
601,0.37579802
602,0.7203384
603,0.93907887
604,1.1976354
605,1.1676986
606,1.160628
607,1.5091343
608,1.048838
609,1.1711814
610,0.27145553
611,0.053691186
612,0.0280757
613,0.3578637
614,0.30379027
615,0.62824404
616,0.3700637
617,-0.21783333
618,1.9726948
619,1.961074
620,1.190918
621,1.10856
622,1.2702518
623,1.3697456
624,1.5063283
625,2.1454248
626,2.1546907
627,1.567176
628,0.46497124
629,1.5008314
630,2.1293304
631,3.5957813
632,4.2516932
633,4.302515
634,4.0337825
635,3.8542573
636,3.5753882
637,3.289237
638,2.0477977
639,2.1541462
640,2.659807
641,3.589195
642,3.8706625
643,4.654583
644,4.2287436
645,3.4323127
646,3.6327295
647,4.0232773
648,4.2638435
649,4.611928
650,1.4642462
651,4.7644153
652,4.758032
653,4.1784534
654,5.313766
655,3.0939288
656,1.7181945
657,1.1353295
658,3.6999876
659,4.8631825
660,4.4855385
661,5.2895927
662,4.3466325
663,3.7177
664,5.1188617
665,4.113691
666,1.392779
667,4.1579967
668,4.815024
669,4.5854287
670,3.8475869
671,4.6704464
672,3.884396
673,4.1652822
674,4.38929
675,4.5385547
676,4.210798
677,3.6777153
678,1.223787
679,3.3782163
680,1.7943914
681,4.6126947
682,4.648596
683,5.190471
684,4.0796328
685,5.190981
686,4.544064
687,3.8988502
688,4.9871125
689,3.2119772
690,5.1394815
691,2.5737174
692,4.64051
693,4.334728
694,4.3360343
695,3.7722456
696,3.2041025
697,3.7133894
698,2.478581
699,3.9601898
700,4.104795
701,4.507651
702,4.0953984
703,3.3294265
704,4.135126
705,2.7312925
706,4.3227115
707,2.4286985
708,4.6479344
709,1.7993339
710,3.8102508
711,1.4185361
712,3.0984597
713,1.9801598
714,3.583775
715,2.388523
716,4.01388
717,3.4474168
718,3.3967774
719,3.6795688
720,3.077214
721,3.7082117
722,2.2154636
723,3.8935797
724,1.5888892
725,3.9090953
726,0.9595961
727,3.9992714
728,3.8960822
729,3.8782635
730,3.849193
731,3.2436774
732,4.1989846
733,2.1808934
734,4.402968
735,1.4361272
736,4.7085576
737,1.8289604
738,3.8849096
739,3.5601861
740,1.2891284
741,3.9013543
742,1.5498323
743,3.8638618
744,4.814698
745,3.926239
746,3.9491146
747,3.9807951
748,4.2856402
749,4.3288784
750,4.261024
751,3.8065028
752,4.281554
753,2.8833048
754,4.9485283
755,1.7515336
756,4.0088854
757,0.7392967
758,4.2178946
759,1.8022529
760,4.691605
761,3.1842325
762,4.51648
763,4.475998
764,3.3784862
765,4.497221
766,2.7933629
767,3.9252727
768,1.2021053
769,4.4991546
770,1.0394753
771,4.94921
772,1.8786784
773,2.4853437
774,4.6868463
775,1.7734267
776,4.0977783
777,0.90007657
778,4.1333804
779,4.612023
780,5.1993012
781,3.8745475
782,4.2101083
783,4.0821767
784,3.556402
785,2.6457486
786,3.0844448
787,4.4643044
788,2.351354
789,3.8279145
790,1.6546
791,3.944829
792,1.2147077
793,4.013633
794,1.1184733
795,4.540288
796,1.5289549
797,4.889415
798,4.6263413
799,3.0966856
800,4.1144605
801,2.6486816
802,4.174679
803,1.6171683
804,4.1886387
805,4.6197352
806,5.187724
807,4.148187
808,3.896103
809,4.219142
810,1.1275525
811,2.2195337
812,1.5153085
813,1.9714427
814,1.9001881
815,1.3592639
816,4.6568
817,3.229475
818,4.177426
819,4.405739
820,4.1913857
821,4.43191
822,4.392037
823,3.8831062
824,4.5413017
825,4.0696883
826,4.213545
827,4.1299067
828,3.6804626
829,4.091143
830,1.0895797
831,3.1952639
832,1.4691913
833,2.8635745
834,4.2865496
835,3.7888007
836,3.9936485
837,3.8768733
838,4.744625
839,4.077757
840,4.7545204
841,4.0736504
842,3.5063415
843,4.113378
844,3.0223262
845,4.4635425
846,3.6201391
847,4.074622
848,4.4078703
849,3.7822683
850,4.3173075
851,3.200805
852,2.8141565
853,1.402334
854,1.4972117
855,1.8977654
856,2.160801
857,3.9560163
858,3.3714373
859,4.497885
860,3.8635423
861,2.9591582
862,4.2262692
863,2.7314126
864,3.5126526
865,0.62323487
866,2.662604
867,1.823737
868,3.7915437
869,3.2735128
870,3.20646
871,4.0231013
872,3.0161738
873,5.097172
874,1.3348519
875,3.2645118
876,0.77715737
877,1.3527454
878,1.1267802
879,4.6384153
880,4.6329007
881,3.9009397
882,3.8254545
883,0.91022336
884,4.6366525
885,4.096221
886,5.005981
887,4.1167517
888,3.1195688
889,4.1875105
890,1.9588865
891,1.3461978
892,1.4917185
893,1.9353932
894,1.2133466
895,4.137694
896,3.180235
897,4.1282973
898,3.9931037
899,4.219587
900,4.8916507
901,5.0244126
902,4.030064
903,5.0411634
904,1.9615992
905,3.483042
906,1.3478991
907,1.4266018
908,1.9743154
909,1.2021325
910,4.5988574
911,1.9548544
912,3.9624665
913,3.259534
914,3.90218
915,4.4357977
916,4.0793815
917,4.461969
918,4.1395993
919,4.162187
920,5.0239677
921,4.1527905
922,4.4974236
923,4.7041636
924,4.1818695
925,4.8812103
926,3.462907
927,2.4334764
928,3.270806
929,1.6685506
930,1.4923987
931,1.3706317
932,4.1258
933,2.091109
934,3.3721788
935,2.539283
936,2.4922884
937,4.0708222
938,1.4470398
939,4.086338
940,1.4987395
941,4.116669
942,2.0535648
943,4.171029
944,2.4828353
945,4.496253
946,3.541729
947,3.2283137
948,4.167738
949,2.3161733
950,4.492962
951,1.0185589
952,4.5585475
953,2.9423416
954,3.02389
955,3.4383516
956,2.6744535
957,3.982041
958,2.4159098
959,4.399655
960,2.68662
961,4.289328
962,2.0533566
963,3.8944757
964,1.3696743
965,2.757755
966,3.1194284
967,2.523078
968,3.5385149
969,2.1499255
970,3.6620576
971,0.5192391
972,4.0032253
973,1.0038011
974,4.4208384
975,3.3013213
976,3.9166195
977,4.6209846
978,3.5908985
979,3.7420237
980,2.3844893
981,3.9199479
982,1.1924043
983,4.056223
984,3.7985508
985,4.6299105
986,3.7148168
987,5.1376557
988,3.8844342
989,4.0207095
990,4.04124
991,4.1119995
992,4.5943966
993,5.087906
994,4.531988
995,4.1161838
996,3.0474677
997,0.91797054
998,1.9054056
999,4.054547
1000,5.005869
1001,4.4789762
1002,4.0839877
1003,3.141415
1004,1.5061631
1005,1.0331424
1006,1.3141217
1007,1.9033169
1008,3.2836008
1009,4.583532
1010,3.8659759
1011,4.0453997
1012,4.6432095
1013,5.009087
1014,4.4821944
1015,3.4226992
1016,1.6191729
1017,3.3156772
1018,3.9583395
1019,3.8980522
1020,4.077476
1021,4.531523
1022,4.195112
1023,2.2399404
1024,2.0330722
1025,1.5788422
1026,3.913165
1027,4.2611146
1028,4.9011784
1029,4.4331965
1030,3.2825646
1031,1.422331
1032,3.7879927
1033,4.4813485
1034,3.059533
1035,1.6193613
1036,1.7027608
1037,3.6314843
1038,3.9442286
1039,3.9972103
1040,4.05157
1041,1.2680954
1042,0.92873764
1043,3.8380497
1044,5.12342
1045,3.2078538
1046,2.9650707
1047,1.912124
1048,4.6353087
1049,4.020777
1050,4.3119116
1051,4.3400803
1052,5.1358957
1053,2.0144951
1054,3.8755808
1055,3.958735
1056,4.0892787
1057,4.6852565
1058,3.9709253
1059,3.6307263
1060,3.3693345
1061,2.6177583
1062,1.884091
1063,1.9031066
1064,2.0463083
1065,2.5115254
1066,3.2337587
1067,3.7725239
1068,4.0610886
1069,4.0762587
1070,4.6607113
1071,4.528124
1072,4.0963545
1073,3.809413
1074,3.6658754
1075,1.1489664
1076,1.9650487
1077,3.6144025
1078,4.0421767
1079,4.1808453
1080,4.885365
1081,5.31659
1082,4.294754
1083,3.530685
1084,2.3414156
1085,2.0506337
1086,3.9982066
1087,4.225422
1088,5.2924166
1089,4.7286053
1090,5.120867
1091,3.7365625
1092,2.0641341
1093,1.6138905
1094,3.445102
1095,4.6383615
1096,3.911723
1097,3.8223314
1098,4.156737
1099,4.3607206
1100,5.197296
1101,1.9138345
1102,3.3918626
1103,4.000786
1104,4.836302
1105,5.188234
1106,3.1874952
1107,2.4654198
1108,1.7830759
1109,4.0035324
1110,3.8871434
1111,4.1172075
1112,4.1680293
1113,4.839049
1114,1.9453334
1115,1.3331546
1116,1.8726896
1117,3.1584656
1118,3.8999724
1119,3.9560833
1120,4.064602
1121,4.2423425
1122,3.9677372
1123,1.4731374
1124,3.9049883
1125,3.944716
1126,4.3244944
1127,3.617781
1128,3.0667624
1129,2.9038544
1130,2.766725
1131,3.017557
1132,3.4366434
1133,4.4237156
1134,2.4864306
1135,1.1640705
1136,0.5999115
1137,1.0396817
1138,3.7142873
1139,3.6219263
1140,3.930211
1141,3.9458027
1142,4.0167575
1143,4.9533734
1144,4.363121
1145,3.979188
1146,1.899086
1147,3.3279529
1148,4.0491214
1149,4.109339
1150,4.1027074
1151,4.173662
1152,5.005702
1153,4.4596696
1154,4.096552
1155,3.3074467
1156,0.92946523
1157,0.80654603
1158,1.8397627
1159,4.4851823
1160,3.767627
1161,4.005047
1162,4.084589
1163,4.3456182
1164,3.2887866
1165,1.0867435
1166,0.9638245
1167,3.3147879
1168,4.1276565
1169,4.674841
1170,5.0262036
1171,2.822802
1172,1.115689
1173,1.9436985
1174,3.9419615
1175,4.1633654
1176,4.234124
1177,4.677173
1178,4.85422
1179,4.859673
1180,4.39762
1181,2.457203
1182,1.8278377
1183,3.8482304
1184,4.062241
1185,2.2676895
1186,3.4733088
1187,3.965413
1188,4.0183935
1189,4.0727534
1190,4.3055415
1191,1.5350713
1192,0.7626201
1193,1.0601029
1194,4.560262
1195,4.5814853
1196,2.528274
1197,1.7757615
1198,0.79505134
1199,1.141772
1200,3.3740845
1201,4.674016
1202,3.8518462
1203,4.1147647
1204,4.0901484
1205,4.0885553
1206,4.159314
1207,4.6223044
1208,4.991633
1209,3.304413
1210,2.685489
1211,1.9228104
1212,4.562654
1213,3.9262633
1214,4.1056175
1215,4.9923363
1216,4.1347694
1217,3.2387326
1218,2.79668
1219,2.095783
1220,1.0688385
1221,0.9650251
1222,4.615608
1223,4.5947304
1224,4.148828
1225,4.675286
1226,3.2990754
1227,2.8570228
1228,3.97202
1229,4.101969
1230,4.190356
1231,4.1377335
1232,3.4513452
1233,2.8840907
1234,2.2922063
1235,3.597192
1236,3.9310915
1237,3.8760653
1238,4.0769415
1239,4.5618386
1240,4.086499
1241,3.8051586
1242,2.654045
1243,2.108937
1244,1.0512184
1245,2.0915873
1246,3.4427354
1247,3.9348319
1248,4.4767017
1249,3.5687547
1250,0.64835006
1251,1.8326422
1252,4.587086
1253,4.0586147
1254,4.0767527
1255,4.1475134
1256,4.5837955
1257,4.179005
1258,1.7561902
1259,1.5689032
1260,3.9885254
1261,4.2426906
1262,4.475964
1263,4.4701467
1264,5.015741
1265,4.2648034
1266,2.1106155
1267,2.103127
1268,2.1986012
1269,4.2161
1270,4.482192
1271,4.6343036
1272,3.3358665
1273,2.0116415
1274,2.0429912
1275,3.1303217
1276,4.4897456
1277,4.4457426
1278,4.1951585
1279,3.871417
1280,3.2406645
1281,1.8298532
1282,4.256054
1283,4.367933
1284,4.69174
1285,5.6404567
1286,4.2143917
1287,3.9849975
1288,1.7466837
1289,4.2650623
1290,4.452348
1291,4.2823186
1292,2.7037418
1293,1.347533
1294,1.9191514
1295,2.7454557
1296,4.493337
1297,4.525472
1298,5.240487
1299,4.4304285
1300,4.228561
1301,3.7564034
1302,1.3648839
1303,2.7021737
1304,4.1443095
1305,5.419797
1306,4.2422075
1307,4.450055
1308,4.48219
1309,5.197205
1310,5.549164
1311,5.103699
1312,4.560144
1313,1.4664667
1314,5.1080294
1315,4.1564107
1316,4.137735
1317,3.8044012
1318,3.2818897
1319,3.0390565
1320,2.3738418
1321,2.0293403
1322,2.0218525
1323,2.1936967
1324,3.7946873
1325,4.496823
1326,5.015071
1327,4.3551893
1328,4.066844
1329,4.071586
1330,3.1272655
1331,3.198345
1332,1.9253289
1333,1.901467
1334,1.9354537
1335,3.0460815
1336,2.2075074
1337,1.6285338
1338,1.1789758
1339,4.218867
1340,4.32326
1341,4.3624
1342,5.6154337
1343,4.0329
1344,3.4843602
1345,2.6744132
1346,1.3403733
1347,1.2934864
1348,1.831906
1349,5.4958386
1350,5.501899
1351,4.391434
1352,4.4083495
1353,4.694731
1354,5.548172
1355,5.102227
1356,4.212007
1357,3.4616017
1358,1.3192704
1359,1.8496501
1360,5.396773
1361,4.2984896
1362,4.2061267
1363,4.4145017
1364,4.72672
1365,5.548205
1366,4.3016005
1367,2.0553591
1368,1.427113
1369,1.3684604
1370,2.6379983
1371,3.9971383
1372,5.257549
1373,4.2717495
1374,4.3692646
1375,4.6556463
1376,5.4602547
1377,3.9208238
1378,2.7968214
1379,2.1140938
1380,2.591545
1381,4.27927
1382,4.326368
1383,5.050053
1384,5.0821238
1385,4.6543612
1386,3.9191802
1387,3.7718592
1388,2.880412
1389,2.0187817
1390,2.5541122
1391,4.0383615
1392,4.261972
1393,4.1066756
1394,3.818333
1395,3.8171527
1396,3.3440259
1397,2.181071
1398,1.5666661
1399,1.3998142
1400,2.203439
1401,3.594287
1402,4.048213
1403,4.153542
1404,3.8938522
1405,1.3536744
1406,1.4930751
1407,4.0612273
1408,4.097365
1409,4.874049
1410,4.003688
1411,2.306964
1412,1.6235774
1413,1.1192026
1414,3.8888628
1415,5.23684
1416,5.2429
1417,4.1870036
1418,4.180705
1419,4.1601954
1420,4.482714
1421,4.0689864
1422,3.3339405
1423,5.2130713
1424,4.0692306
1425,4.276745
1426,4.2651563
1427,5.3954935
1428,4.8953714
1429,1.314795
1430,5.2727494
1431,4.3485336
1432,4.3730826
1433,5.4994216
1434,4.0221195
1435,2.3677773
1436,3.4502382
1437,4.6394815
1438,4.048059
1439,4.6635156
1440,4.873726
1441,4.4746556
1442,3.9146538
1443,3.5015311
1444,2.636076
1445,2.1279104
1446,2.2688766
1447,3.405828
1448,3.6109324
1449,3.8190134
1450,4.0407696
1451,4.0407696
1452,4.470223
1453,4.3097124
1454,3.484593
1455,3.3076203
1456,3.0459733
1457,2.745572
1458,2.0586667
1459,1.488552
1460,1.447488
1461,1.7524137
1462,2.1112776
1463,4.1134257
1464,4.2272673
1465,3.3730586
1466,2.5063841
1467,0.68416584
1468,2.4160779
1469,3.9187937
1470,3.6901174
1471,3.9678094
1472,5.133359
1473,4.674397
1474,4.0308757
1475,3.237719
1476,1.7552463
1477,2.0095427
1478,0.7822165
1479,2.7266905
1480,1.2583023
1481,5.120516
1482,2.4269876
1483,5.1511064
1484,4.0736866
1485,5.24622
1486,4.0993958
1487,4.4611716
1488,4.136821
1489,3.8456259
1490,4.785869
1491,3.4024425
1492,3.335793
1493,3.4215906
1494,2.7230809
1495,3.748404
1496,1.8581581
1497,4.0080175
1498,1.4420347
1499,4.476902
1500,0.75066084
1501,5.014584
1502,4.920281
1503,5.0141964
1504,4.0797296
1505,4.0898657
1506,4.071366
1507,3.6782188
1508,4.2869434
1509,3.2740183
1510,3.4066586
1511,2.6260464
1512,3.2922935
1513,2.0209787
1514,2.7053976
1515,4.4510326
1516,0.91187185
1517,4.603144
1518,4.1584044
1519,4.7082114
1520,5.232155
1521,3.8474329
1522,4.7875934
1523,3.6399608
1524,4.2275906
1525,2.42379
1526,3.4941187
1527,1.1456012
1528,2.9072227
1529,2.6779952
1530,1.1178776
1531,4.2463865
1532,1.5565356
1533,5.4564176
1534,2.541058
1535,4.0552626
1536,4.8127637
1537,1.2611517
1538,4.2783833
1539,1.8327702
1540,4.330771
1541,5.534489
1542,4.738189
1543,5.5405493
1544,3.0242112
1545,4.3542385
1546,2.5810275
1547,4.18112
1548,2.247687
1549,4.43596
1550,1.406635
1551,5.2096252
1552,4.0818496
1553,3.582478
1554,4.123296
1555,5.4570193
1556,3.786634
1557,5.4630795
1558,3.3611772
1559,4.6034265
1560,3.3013582
1561,1.4235365
1562,2.8531828
1563,4.3345704
1564,1.3611618
1565,4.444765
1566,2.2212152
1567,4.1833906
1568,4.6556234
1569,3.6798306
1570,3.8827631
1571,2.2712417
1572,3.4977324
1573,1.6402891
1574,2.3887837
1575,1.9071065
1576,1.1516479
1577,3.9670513
1578,5.220743
1579,4.4981437
1580,4.0525236
1581,4.7845254
1582,4.1127143
1583,5.2218294
1584,4.1501393
1585,5.3721123
1586,5.308921
1587,4.4452977
1588,5.3218856
1589,2.7076724
1590,4.8879924
1591,3.4678738
1592,4.2126
1593,4.4830666
1594,3.3220706
1595,4.4777765
1596,3.8950627
1597,4.9329906
1598,5.3038216
1599,5.0154586
1600,4.1965246
1601,3.5984626
1602,4.0234065
1603,2.539734
1604,4.233913
1605,3.469704
1606,4.2333856
1607,4.8060684
1608,4.212876
1609,4.9113975
1610,4.401396
1611,4.613323
1612,5.2548366
1613,3.725441
1614,4.830097
1615,3.7127895
1616,4.19066
1617,3.4813333
1618,3.7775545
1619,3.0386915
1620,5.1863136
1621,1.8300289
1622,4.1801014
1623,5.597499
1624,4.8852396
1625,5.154407
1626,3.4865015
1627,4.5273323
1628,1.7052487
1629,1.7978611
1630,2.5549252
1631,2.6671014
1632,4.2838564
1633,4.235427
1634,4.283329
1635,4.316011
1636,4.315464
1637,5.165627
1638,5.2861514
1639,1.8543558
1640,4.27987
1641,2.6942916
1642,3.5468442
1643,4.5078716
1644,2.9658997
1645,3.5770109
1646,1.3013928
1647,5.263609
1648,3.6265256
1649,4.343428
1650,4.2784724
1651,4.3371296
1652,5.0671096
1653,4.1226897
1654,4.1607146
1655,3.4379647
1656,3.5687008
1657,1.4831411
1658,2.278301
1659,1.3093187
1660,1.456423
1661,1.8726212
1662,2.493575
1663,4.892991
1664,4.0697923
1665,4.9235816
1666,4.2934027
1667,4.612749
1668,4.698488
1669,3.4783878
1670,4.10263
1671,2.9718606
1672,2.820065
1673,3.286056
1674,1.7115802
1675,3.6355667
1676,1.15493
1677,4.2424445
1678,4.2476997
1679,4.2371545
1680,4.5897512
1681,4.7735496
1682,4.6950803
1683,4.8163743
1684,4.397006
1685,4.666438
1686,3.8544166
1687,1.6632216
1688,2.1678495
1689,3.0914428
1690,0.66997355
1691,3.5995767
1692,1.319045
1693,4.196367
1694,2.4967558
1695,2.9347136
1696,4.0515943
1697,2.4920719
1698,4.1617584
1699,0.90411603
1700,5.35968
1701,5.0749917
1702,4.914155
1703,5.1269727
1704,3.3477879
